movieId,title,genres,year
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,1996
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,1996
1050,Looking for Richard (1996),Documentary|Drama,1996
1051,Trees Lounge (1996),Drama,1996
1053,Normal Life (1996),Crime|Drama|Romance,1996
1054,Get on the Bus (1996),Drama,1996
1055,Shadow Conspiracy (1997),Thriller,1997
1056,Jude (1996),Drama,1996
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,1996
1058,Bitter Sugar (Azúcar amarga) (1996),Drama,1996
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,1996
1060,Swingers (1996),Comedy|Drama,1996
1061,Sleepers (1996),Thriller,1996
1062,"Sunchaser, The (1996)",Drama,1996
1063,Johns (1996),Drama,1996
1066,Shall We Dance (1937),Comedy|Musical|Romance,1937
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,1937
1068,Crossfire (1947),Crime|Film-Noir,1947
1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller,1944
1070,Macao (1952),Adventure,1952
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,1971
1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",Comedy|Romance,1994
1076,"Innocents, The (1961)",Drama|Horror|Thriller,1961
1077,Sleeper (1973),Comedy|Sci-Fi,1973
1078,Bananas (1971),Comedy|War,1971
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,1988
1080,Monty Python's Life of Brian (1979),Comedy,1979
1081,Victor/Victoria (1982),Comedy|Musical|Romance,1982
1082,"Candidate, The (1972)",Drama,1972
1083,"Great Race, The (1965)",Comedy|Musical,1965
1084,Bonnie and Clyde (1967),Crime|Drama,1967
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,1958
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,1954
1087,Madame Butterfly (1995),Musical,1995
1088,Dirty Dancing (1987),Drama|Musical|Romance,1987
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,1992
1090,Platoon (1986),Drama|War,1986
1091,Weekend at Bernie's (1989),Comedy,1989
1092,Basic Instinct (1992),Crime|Mystery|Thriller,1992
1093,"Doors, The (1991)",Drama,1991
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,1992
1095,Glengarry Glen Ross (1992),Drama,1992
1096,Sophie's Choice (1982),Drama,1982
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,1982
1098,"Search for One-eye Jimmy, The (1996)",Comedy,1996
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,1938
1100,Days of Thunder (1990),Action|Drama|Romance,1990
1101,Top Gun (1986),Action|Romance,1986
1102,American Strays (1996),Action,1996
1103,Rebel Without a Cause (1955),Drama,1955
1104,"Streetcar Named Desire, A (1951)",Drama,1951
1105,Children of the Corn IV: The Gathering (1996),Horror,1996
1107,Loser (1991),Comedy,1991
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,1996
1112,Palookaville (1996),Action|Comedy|Drama,1996
1113,"Associate, The (1996)",Comedy,1996
1114,"Funeral, The (1996)",Crime|Drama,1996
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,1995
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,1996
1119,Drunks (1995),Drama,1995
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,1996
1121,Glory Daze (1995),Drama,1995
1123,"Perfect Candidate, A (1996)",Documentary,1996
1124,On Golden Pond (1981),Drama,1981
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,1975
1126,Drop Dead Fred (1991),Comedy|Fantasy,1991
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1989
1128,"Fog, The (1980)",Horror,1980
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1981
1130,"Howling, The (1980)",Horror|Mystery,1980
1131,Jean de Florette (1986),Drama|Mystery,1986
1132,Manon of the Spring (Manon des sources) (1986),Drama,1986
1133,Talking About Sex (1994),Comedy|Drama,1994
1134,Johnny 100 Pesos (Johnny cien pesos) (1993),Action|Drama,1993
1135,Private Benjamin (1980),Comedy,1980
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,1975
1137,Hustler White (1996),Romance,1996
1142,Get Over It (1996),Drama,1996
1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),Comedy,1996
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,1996
1145,Snowriders (1996),Documentary,1996
1147,When We Were Kings (1996),Documentary,1996
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,1993
1149,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),Documentary|Drama,1994
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,1982
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,1994
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,1948
1153,Raw Deal (1948),Film-Noir,1948
1154,T-Men (1947),Film-Noir,1947
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,1979
1162,"Ruling Class, The (1972)",Comedy|Drama,1972
1163,Mina Tannenbaum (1994),Drama,1994
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama,1967
1167,Dear God (1996),Comedy,1996
1168,Bad Moon (1996),Action|Adventure|Horror,1996
1169,American Dream (1990),Documentary,1990
1170,Best of the Best 3: No Turning Back (1995),Action,1995
1171,Bob Roberts (1992),Comedy,1992
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,1989
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,1989
1174,Dead Tired (Grosse Fatigue) (1994),Comedy,1994
1175,Delicatessen (1991),Comedy|Drama|Romance,1991
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,1991
1177,Enchanted April (1992),Drama|Romance,1992
1178,Paths of Glory (1957),Drama|War,1957
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,1990
1180,Hear My Song (1991),Comedy,1991
1181,"Shooter, The (1997)",Western,1997
1183,"English Patient, The (1996)",Drama|Romance|War,1996
1184,Mediterraneo (1991),Comedy|Drama,1991
1185,My Left Foot (1989),Drama,1989
1186,"Sex, Lies, and Videotape (1989)",Drama,1989
1187,Passion Fish (1992),Drama,1992
1188,Strictly Ballroom (1992),Comedy|Romance,1992
1189,"Thin Blue Line, The (1988)",Documentary,1988
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,1990
1191,Madonna: Truth or Dare (1991),Documentary|Musical,1991
1192,Paris Is Burning (1990),Documentary,1990
1193,One Flew Over the Cuckoo's Nest (1975),Drama,1975
1194,Cheech and Chong's Up in Smoke (1978),Comedy,1978
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,1980
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,1987
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,1981
1199,Brazil (1985),Fantasy|Sci-Fi,1985
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,1986
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,1966
1202,Withnail & I (1987),Comedy,1987
1203,12 Angry Men (1957),Drama,1957
1204,Lawrence of Arabia (1962),Adventure|Drama|War,1962
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,1971
1207,To Kill a Mockingbird (1962),Drama,1962
1208,Apocalypse Now (1979),Action|Drama|War,1979
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,1968
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,1983
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,1987
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,1949
1213,Goodfellas (1990),Crime|Drama,1990
1214,Alien (1979),Horror|Sci-Fi,1979
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,1993
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,1988
1217,Ran (1985),Drama|War,1985
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,1989
1219,Psycho (1960),Crime|Horror,1960
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,1980
1221,"Godfather: Part II, The (1974)",Crime|Drama,1974
1222,Full Metal Jacket (1987),Drama|War,1987
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,1989
1224,Henry V (1989),Action|Drama|Romance|War,1989
1225,Amadeus (1984),Drama,1984
1226,"Quiet Man, The (1952)",Drama|Romance,1952
1227,Once Upon a Time in America (1984),Crime|Drama,1984
1228,Raging Bull (1980),Drama,1980
1230,Annie Hall (1977),Comedy|Romance,1977
1231,"Right Stuff, The (1983)",Drama,1983
1232,Stalker (1979),Drama|Mystery|Sci-Fi,1979
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,1981
1234,"Sting, The (1973)",Comedy|Crime,1973
1235,Harold and Maude (1971),Comedy|Drama|Romance,1971
1236,Trust (1990),Comedy|Drama|Romance,1990
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,1957
1238,Local Hero (1983),Comedy,1983
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,1984
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,1992
1242,Glory (1989),Drama|War,1989
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,1990
1244,Manhattan (1979),Comedy|Drama|Romance,1979
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,1990
1246,Dead Poets Society (1989),Drama,1989
1247,"Graduate, The (1967)",Comedy|Drama|Romance,1967
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1958
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,1990
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,1957
1251,8 1/2 (8½) (1963),Drama|Fantasy,1963
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,1974
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,1951
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,1948
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,1987
1256,Duck Soup (1933),Comedy|Musical|War,1933
1257,Better Off Dead... (1985),Comedy|Romance,1985
1258,"Shining, The (1980)",Horror,1980
1259,Stand by Me (1986),Adventure|Drama,1986
1260,M (1931),Crime|Film-Noir|Thriller,1931
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,1987
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,1963
1263,"Deer Hunter, The (1978)",Drama|War,1978
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,1981
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,1993
1266,Unforgiven (1992),Drama|Western,1992
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,1962
1268,Pump Up the Volume (1990),Comedy|Drama,1990
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,1944
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,1985
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,1991
1272,Patton (1970),Drama|War,1970
1273,Down by Law (1986),Comedy|Drama|Film-Noir,1986
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,1988
1275,Highlander (1986),Action|Adventure|Fantasy,1986
1276,Cool Hand Luke (1967),Drama,1967
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,1990
1278,Young Frankenstein (1974),Comedy|Fantasy,1974
1279,Night on Earth (1991),Comedy|Drama,1991
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,1991
1281,"Great Dictator, The (1940)",Comedy|Drama|War,1940
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,1940
1283,High Noon (1952),Drama|Western,1952
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,1946
1285,Heathers (1989),Comedy,1989
1286,Somewhere in Time (1980),Drama|Romance,1980
1287,Ben-Hur (1959),Action|Adventure|Drama,1959
1288,This Is Spinal Tap (1984),Comedy,1984
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,1983
1290,Some Kind of Wonderful (1987),Drama|Romance,1987
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,1989
1292,Being There (1979),Comedy|Drama,1979
1293,Gandhi (1982),Drama,1982
1295,"Unbearable Lightness of Being, The (1988)",Drama,1988
1296,"Room with a View, A (1986)",Drama|Romance,1986
1297,Real Genius (1985),Comedy,1985
1298,Pink Floyd: The Wall (1982),Drama|Musical,1982
1299,"Killing Fields, The (1984)",Drama|War,1984
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,1985
1301,Forbidden Planet (1956),Drama|Sci-Fi,1956
1302,Field of Dreams (1989),Children|Drama|Fantasy,1989
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,1975
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,1969
1305,"Paris, Texas (1984)",Drama|Romance,1984
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,1991
1307,When Harry Met Sally... (1989),Comedy|Romance,1989
1310,Hype! (1996),Documentary,1996
1311,Santa with Muscles (1996),Comedy,1996
1312,Female Perversions (1996),Drama,1996
1313,Mad Dog Time (1996),Crime,1996
1315,Paris Was a Woman (1995),Documentary,1995
1317,I'm Not Rappaport (1996),Comedy,1996
1318,Blue Juice (1995),Comedy|Drama,1995
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,1992
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,1981
1322,Amityville 1992: It's About Time (1992),Horror,1992
1323,Amityville 3-D (1983),Horror,1983
1324,Amityville: Dollhouse (1996),Horror,1996
1325,Amityville: A New Generation (1993),Horror,1993
1326,Amityville II: The Possession (1982),Horror,1982
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,1979
1328,"Amityville Curse, The (1990)",Horror,1990
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,1974
1330,April Fool's Day (1986),Horror,1986
1331,Audrey Rose (1977),Horror,1977
1332,"Believers, The (1987)",Horror|Thriller,1987
1333,"Birds, The (1963)",Horror|Thriller,1963
1334,"Blob, The (1958)",Horror|Sci-Fi,1958
1335,Blood Beach (1981),Horror|Mystery,1981
1336,Body Parts (1991),Horror|Thriller,1991
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,1945
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,1992
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,1935
1341,Burnt Offerings (1976),Horror,1976
1342,Candyman (1992),Horror|Thriller,1992
1343,Cape Fear (1991),Thriller,1991
1344,Cape Fear (1962),Crime|Drama|Thriller,1962
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,1976
1346,Cat People (1982),Drama|Fantasy|Horror,1982
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,1984
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,1922
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,1986
1350,"Omen, The (1976)",Horror|Mystery|Thriller,1976
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,1996
1352,Albino Alligator (1996),Crime|Thriller,1996
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,1996
1354,Breaking the Waves (1996),Drama|Mystery,1996
1355,Nightwatch (1997),Horror|Thriller,1997
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,1996
1357,Shine (1996),Drama|Romance,1996
1358,Sling Blade (1996),Drama,1996
1359,Jingle All the Way (1996),Children|Comedy,1996
1360,Identification of a Woman (Identificazione di una donna) (1982),Drama,1982
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,1996
1363,"Preacher's Wife, The (1996)",Drama,1996
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Drama,1995
1365,Ridicule (1996),Drama,1996
1366,"Crucible, The (1996)",Drama,1996
1367,101 Dalmatians (1996),Adventure|Children|Comedy,1996
1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,1994
1370,Die Hard 2 (1990),Action|Adventure|Thriller,1990
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,1979
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,1991
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,1989
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,1982
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,1984
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,1986
1377,Batman Returns (1992),Action|Crime,1992
1378,Young Guns (1988),Action|Comedy|Western,1988
1379,Young Guns II (1990),Action|Western,1990
1380,Grease (1978),Comedy|Musical|Romance,1978
1381,Grease 2 (1982),Comedy|Musical|Romance,1982
1382,Marked for Death (1990),Action|Drama,1990
1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,1996
1384,"Substance of Fire, The (1996)",Drama,1996
1385,Under Siege (1992),Action|Drama|Thriller,1992
1387,Jaws (1975),Action|Horror,1975
1388,Jaws 2 (1978),Horror|Thriller,1978
1389,Jaws 3-D (1983),Action|Horror,1983
1390,My Fellow Americans (1996),Comedy,1996
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,1996
1392,Citizen Ruth (1996),Comedy|Drama,1996
1393,Jerry Maguire (1996),Drama|Romance,1996
1394,Raising Arizona (1987),Comedy,1987
1395,Tin Men (1987),Comedy|Drama,1987
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,1992
1397,Bastard Out of Carolina (1996),Drama,1996
1398,In Love and War (1996),Romance|War,1996
1399,Marvin's Room (1996),Drama,1996
1401,Ghosts of Mississippi (1996),Drama,1996
1404,Night Falls on Manhattan (1996),Crime|Drama,1996
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,1996
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,1995
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,1996
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,1992
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,1996
1410,"Evening Star, The (1996)",Comedy|Drama,1996
1411,Hamlet (1996),Crime|Drama|Romance,1996
1412,Some Mother's Son (1996),Drama,1996
1413,"Whole Wide World, The (1996)",Drama,1996
1414,Mother (1996),Comedy,1996
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,1996
1416,Evita (1996),Drama|Musical,1996
1417,"Portrait of a Lady, The (1996)",Drama,1996
1419,Walkabout (1971),Adventure|Drama,1971
1420,Message to Love: The Isle of Wight Festival (1996),Documentary,1996
1421,Grateful Dead (1995),Documentary,1995
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,1997
1423,Hearts and Minds (1996),Drama,1996
1425,Fierce Creatures (1997),Comedy,1997
1426,Zeus and Roxanne (1997),Children,1997
1427,Turbulence (1997),Action|Thriller,1997
1428,Angel Baby (1995),Drama,1995
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,1996
1430,Underworld (1996),Comedy|Thriller,1996
1431,Beverly Hills Ninja (1997),Action|Comedy,1997
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,1997
1433,The Machine (1994),Horror|Sci-Fi|Thriller,1994
1434,"Stranger, The (1994)",Action,1994
1436,Falling in Love Again (1980),Comedy,1980
1437,"Cement Garden, The (1993)",Drama,1993
1438,Dante's Peak (1997),Action|Thriller,1997
1439,Meet Wally Sparks (1997),Comedy,1997
1440,Amos & Andrew (1993),Comedy,1993
1441,Benny & Joon (1993),Comedy|Romance,1993
1442,Prefontaine (1997),Drama,1997
1444,Guantanamera (1994),Comedy,1994
1445,McHale's Navy (1997),Comedy|War,1997
1446,Kolya (Kolja) (1996),Comedy|Drama,1996
1447,Gridlock'd (1997),Crime,1997
1449,Waiting for Guffman (1996),Comedy,1996
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),War,1996
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,1997
1454,SubUrbia (1997),Comedy|Drama,1997
1455,Hotel de Love (1996),Comedy|Romance,1996
1456,"Pest, The (1997)",Comedy,1997
1457,Fools Rush In (1997),Comedy|Drama|Romance,1997
1458,Touch (1997),Drama|Fantasy|Romance,1997
1459,Absolute Power (1997),Mystery|Thriller,1997
1460,That Darn Cat (1997),Children|Comedy|Mystery,1997
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,1997
1463,That Old Feeling (1997),Comedy|Romance,1997
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1997
1465,Rosewood (1997),Action|Drama,1997
1466,Donnie Brasco (1997),Crime|Drama,1997
1468,Booty Call (1997),Comedy|Romance,1997
1471,Boys Life 2 (1997),Drama,1997
1472,City of Industry (1997),Crime|Thriller,1997
1473,Best Men (1997),Action|Comedy|Crime|Drama,1997
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,1997
1475,Kama Sutra: A Tale of Love (1996),Romance,1996
1476,Private Parts (1997),Comedy|Drama,1997
1477,Love Jones (1997),Romance,1997
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,1997
1480,Smilla's Sense of Snow (1997),Drama|Thriller,1997
1482,"Van, The (1996)",Comedy|Drama,1996
1483,Crash (1996),Drama|Thriller,1996
1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,1996
1485,Liar Liar (1997),Comedy,1997
1486,"Quiet Room, The (1996)",Drama,1996
1487,Selena (1997),Drama|Musical,1997
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,1997
1489,Cats Don't Dance (1997),Animation|Children|Musical,1997
1490,B*A*P*S (1997),Comedy,1997
1493,Love and Other Catastrophes (1996),Romance,1996
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,1997
1496,Anna Karenina (1997),Drama|Romance,1997
1497,Double Team (1997),Action,1997
1498,Inventing the Abbotts (1997),Drama|Romance,1997
1499,Anaconda (1997),Action|Adventure|Thriller,1997
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,1997
1501,Keys to Tulsa (1997),Crime,1997
1502,Kissed (1996),Drama|Romance,1996
1503,8 Heads in a Duffel Bag (1997),Comedy,1997
1504,Hollow Reed (1996),Drama,1996
1507,Paradise Road (1997),Drama|War,1997
1508,Traveller (1997),Drama,1997
1509,All Over Me (1997),Drama,1997
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance,1997
1513,Romy and Michele's High School Reunion (1997),Comedy,1997
1514,Temptress Moon (Feng Yue) (1996),Romance,1996
1515,Volcano (1997),Action|Drama|Thriller,1997
1516,Children of the Revolution (1996),Comedy,1996
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1997
1518,Breakdown (1997),Action|Thriller,1997
1519,Broken English (1996),Drama,1996
1520,Commandments (1997),Romance,1997
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,1997
1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy,1997
1526,Fathers' Day (1997),Comedy,1997
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,1997
1529,Nowhere (1997),Comedy|Drama,1997
1531,Losing Chase (1996),Drama,1996
1532,Sprung (1997),Comedy,1997
1533,"Promise, The (La promesse) (1996)",Drama,1996
1534,"Bonheur, Le (1965)",Drama,1965
1535,Love! Valour! Compassion! (1997),Drama|Romance,1997
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,1996
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children,1997
1539,Twin Town (1997),Comedy|Crime,1997
1541,Addicted to Love (1997),Comedy|Romance,1997
1542,Brassed Off (1996),Comedy|Drama|Romance,1996
1543,"Designated Mourner, The (1997)",Drama,1997
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,1997
1545,Ponette (1996),Drama,1996
1546,Schizopolis (1996),Comedy,1996
1547,Shiloh (1997),Children|Drama,1997
1549,Rough Magic (1995),Drama|Romance,1995
1550,Trial and Error (1997),Comedy|Romance,1997
1551,Buddy (1997),Adventure|Children|Drama,1997
1552,Con Air (1997),Action|Adventure|Thriller,1997
1554,"Pillow Book, The (1996)",Drama|Romance,1996
1555,"To Have, or Not (En avoir (ou pas)) (1995)",Drama,1995
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,1997
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,1997
1563,Dream With the Fishes (1997),Drama,1997
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,1997
1565,Head Above Water (1996),Comedy|Thriller,1996
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,1997
1567,The Last Time I Committed Suicide (1997),Drama,1997
1569,My Best Friend's Wedding (1997),Comedy|Romance,1997
1570,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi,1992
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,1996
1572,"Contempt (Mépris, Le) (1963)",Drama,1963
1573,Face/Off (1997),Action|Crime|Drama|Thriller,1997
1574,Fall (1997),Romance,1997
1575,Gabbeh (1996),Drama,1996
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,1997
1581,Out to Sea (1997),Comedy,1997
1582,Wild America (1997),Adventure|Children,1997
1583,"Simple Wish, A (1997)",Children|Fantasy,1997
1584,Contact (1997),Drama|Sci-Fi,1997
1585,Love Serenade (1996),Comedy,1996
1586,G.I. Jane (1997),Action|Drama,1997
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,1982
1588,George of the Jungle (1997),Children|Comedy,1997
1589,Cop Land (1997),Action|Crime|Drama|Thriller,1997
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,1997
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,1997
1592,Air Bud (1997),Children|Comedy,1997
1593,Picture Perfect (1997),Comedy|Romance,1997
1594,In the Company of Men (1997),Comedy|Drama,1997
1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,1997
1596,Career Girls (1997),Drama,1997
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,1997
1598,Desperate Measures (1998),Crime|Drama|Thriller,1998
1599,Steel (1997),Action,1997
1600,She's So Lovely (1997),Drama|Romance,1997
1601,Hoodlum (1997),Crime|Drama|Film-Noir,1997
1602,Leave It to Beaver (1997),Comedy,1997
1603,Mimic (1997),Horror|Sci-Fi|Thriller,1997
1604,Money Talks (1997),Action|Comedy,1997
1605,Excess Baggage (1997),Adventure|Romance,1997
1606,Kull the Conqueror (1997),Action|Adventure,1997
1608,Air Force One (1997),Action|Thriller,1997
1609,187 (One Eight Seven) (1997),Drama|Thriller,1997
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,1990
